body,statusLabel,cropped,instance,type,size,name
4410158,,,,,1243,
4410649,,,,,1364,
4232003,,,,,6,
4816682,,,,,948,
4614247,Roughly traced,,KC-c,KC-c,12704697,
4754447,,,,,3469,
4816319,Orphan,,Others-orphan,,9806,
4757250,,,,,2386,
4754206,,,,,3592,
4754207,,,,,3324,
4754988,0.5assign,,,,3050,
4543456,Orphan,,Others-orphan,,53757,
4755584,,,,,2064,
4758373,,,,,1719,
4959759,,,,,940,
5099928,Orphan,,Others-orphan,,36892,
5100992,,,,,5676,
4963973,,,,,5575,
4962200,0.5assign,,,,4850,
5171292,Orphan,,Others-orphan,,12370,
4964134,,,,,10962,
4962235,0.5assign,,,,1606,
5178398,Orphan,,Others-orphan,,3500946,
5165043,Roughly traced,,KC-alpha prime,,30154966,
5035550,,,,,2586,
36381754,,,,,205712,
5168608,,,,,13644,
4995665,,,,,24,
4995663,,,,,4,
5187338,Leaves,TRUE,,,18494800,
36382914,,,,,3139,
4962416,,,,,2031,
5175521,Roughly traced,,KC-alpha prime,,24194651,
4962995,0.5assign,,,,2798,
36383194,,,,,680,
41436742,,,,,3059238,
200004034,,,,,4542,
5169460,Roughly traced,,KC-alpha prime,,25870436,
5038865,0.5assign,,,,1865,
36380742,,,,,1137805,
4963281,Orphan,,Others-orphan,,11745,
5306979,Orphan,,Others-orphan,,13697,
5338649,,,,,18,
5338647,,,,,4,
5482325,,,,,2592,
5536935,,,,,92999,
5175845,Roughly traced,,KC-alpha prime,,18002556,
36912344,,,,,109016,
5387585,,,,,4661,
5393609,,,,,2460,
5422595,Roughly traced,,KC-alpha prime,,28788163,
6859062,Roughly traced,,KC-alpha prime,,38774261,
3691486,,,,,32171,
3691713,,,,,657,
3651867,,,,,13271,
4008274,,,,,1828,
4007435,,,,,2213,
4008529,,,,,328,
200014479,Leaves,TRUE,Others,,7302101,
3763651,,,,,14303,
4009886,,,,,717,
3822068,,,,,824,
3945190,,,,,1276,
3947693,,,,,3329,
3884122,,,,,513,
3880179,Orphan,,Others-orphan,,13101,
3950772,,,,,752,
3943601,,,,,9899,
3765740,,,,,1308,
4287811,,,,,1315,
4421990,,,,,8816,
4422988,,,,,2318,
4146759,,,,,1028,
4352340,,,,,12484,
4421228,,,,,8953,
4421375,,,,,1167,
4420281,,,,,2504,
4421525,,,,,16854,
4354906,,,,,8355,
4416829,,,,,1409,
4418620,,,,,1249,
4290579,,,,,1493,
4417059,,,,,4081,
200003974,,,,,322,
4141866,,,,,1963,
4418791,Orphan,,Others-orphan,,17728,
4285736,,,,,4059,
4354023,,,,,689,
4416639,,,,,2601,
4438975,,,,,165,
4419290,,,,,1531,
4141025,,,,,27454,
4218041,Orphan,,Others-orphan,,64475,
4537173,,,,,7905,
4546364,,,,,1292,
4545720,,,,,4143,
4683337,Orphan,,Others-orphan,,35890,
4761241,,,,,2373,
4761171,,,,,1477,
4760392,,,,,6988,
4763890,,,,,6685,
4764365,,,,,2198,
4759636,,,,,4329,
4549392,,,,,18484,
4824621,,,,,4987,
4974725,,,,,29488,
5183483,,,,,2790,
4969982,,,,,1973,
4974913,Orphan,,Others-orphan,,7189,
5111410,,,,,3847,
4968016,,,,,2551,
4975266,,,,,2706,
5046157,,,,,2027,
4995668,,,,,194,
4995667,,,,,59,
5111008,,,,,58398,
4974672,,,,,268,
4974675,,,,,1374,
4974673,,,,,74,
5184288,,,,,386,
5320535,,,,,3694,
5190117,Roughly traced,,KC-alpha prime,,24571845,
6512350,Roughly traced,,KC-alpha prime,,40282756,
36995195,,,,,1328,
5493408,,,,,5809,
5311581,,,,,6044,
36995690,,,,,6831,
36994727,,,,,70626,
5541806,Roughly traced,,KC-alpha prime,,30964913,
5315267,,,,,2014,
5492177,Orphan,,Others-orphan,,143204,
5320260,,,,,10564,
5403685,Orphan,,Others-orphan,,59903,
5406743,,,,,1774,
5320294,Orphan,,Others-orphan,,25943,
5400264,,,,,2761,
5404514,,,,,721,
5484246,Roughly traced,,KC-alpha prime,,23655221,
5422439,Roughly traced,,KC-alpha prime,,24256121,
5492796,Orphan,,Others-orphan,,155442,
5398234,Roughly traced,,KC-alpha prime,,25458297,
3658625,,,,,12270,
3952550,,,,,9538,
4021636,,,,,5333,
3953198,Orphan,,Others-orphan,,28228,
4031166,,,,,13,
4013181,,,,,28979,
4018669,Orphan,,Others-orphan,,27418,
3954045,,,,,1328,
3890743,,,,,2231,
4018677,,,,,10457,
4019861,Orphan,,Others-orphan,,9704,
4142677,,,,,114832,
4424144,,,,,3005,
4364153,,,,,3830,
200001639,,,,,7237,
4423016,,,,,24620,
4425646,,,,,2169,
4425783,,,,,1505,
4427840,,,,,954,
4428266,,,,,4469,
4428999,,,,,2371,
4356887,,,,,9112,
4430902,,,,,2617,
4290016,,,,,5265,
4358510,,,,,1119,
4425445,,,,,2134,
4425321,,,,,1082,
4426287,,,,,1393,
4361204,,,,,1897,
4427926,,,,,1355,
4430414,,,,,477,
4431207,,,,,589,
4630515,,,,,208,
200004262,Roughly traced,,Irrelevant,,621124,
4766606,,,,,575,
4771095,,,,,2670,
4555605,,,,,135169,
4767469,,,,,13943,
4760548,,,,,31392,
4834554,,,,,1658,
4770835,,,,,12428,
4767792,,,,,13333,
35876206,,,,,675,
4623095,,,,,49016,
200013692,Orphan,,Others-orphan,,156423,
4707898,,,,,1647,
96822411,,,,,14010837,
4632969,,,,,13100,
4768490,,,,,3911,
4552067,,,,,7524,
17160009,,,,,43990,
5188806,,,,,2739,
4983658,,,,,3151,
4980090,,,,,2245,
4978221,,,,,1494,
5051418,,,,,3210,
5190176,,,,,37663,
4995687,,,,,206,
5048188,,,,,5169,
5117175,,,,,3369,
5051218,,,,,6087,
5113635,,,,,34195,
4980029,Orphan,,Others-orphan,,21707,
8102214,Roughly traced,,KC-alpha prime,,35172278,
5332323,,,,,4001,
36916701,,,,,1047589,
36921248,,,,,505126,
5322722,,,,,2632,
5494234,,,,,4510,
4987450,,,,,43722,
5328277,,,,,184,
5411015,,,,,1513,
5325180,,,,,19717,
5411343,,,,,3800,
6896509,Roughly traced,,KC-alpha prime,,23449655,
5417617,Roughly traced,,KC-alpha prime,,27692084,
5409046,Roughly traced,,KC-alpha prime,,40303323,
5324460,,,,,2127,
36579424,0.5assign,,,,39059699,
5495433,Roughly traced,,KC-alpha prime,,26939835,
5499646,Roughly traced,,KC-alpha prime,,19811955,
5409894,,,,,8509,
5402617,Roughly traced,,KC-alpha prime,,19487446,
5410230,Roughly traced,,KC-alpha prime,,33522933,
5624361,,,,,3241609,
3704397,,,,,4931,
3699550,Roughly traced,,Irrelevant,,864099,
5844782,,,,,8968,
3833161,,,,,5026,
3729645,Orphan,,Others-orphan,,665763,
5731546,,,,,6008,
3831524,,,,,7920,
3833507,,,,,1206,
4027088,,,,,77332,
4025142,,,,,9001,
4022341,,,,,25414,
4013923,,,,,610172,
4026351,,,,,25339,
6183477,,,,,476898,
4029197,Orphan,,,,28624,
4367926,,,,,15386,
4432104,,,,,2052,
4433131,,,,,1363,
4368218,Orphan,,Others-orphan,,19438,
4364740,,,,,1966,
4432272,,,,,1457,
5959245,,,,,12508,
4225991,,,,,2360,
6061591,,,,,1794,
4436090,Orphan,,Others-orphan,,40280,
4227507,0.5assign,,,,4225,
4433917,,,,,3404,
6429296,,,,,1312,
200004331,,,,,1359,
4435247,,,,,1968,
200003986,,,,,393,
6492425,,,,,2645,
4432479,,,,,193561,
4711620,0.5assign,,,,2287,
4838544,,,,,2405,
4836468,,,,,2638,
4840594,,,,,3185,
6491064,,,,,1892,
4768796,Orphan,,Others-orphan,,28735,
200004301,,,,,1137,
4773348,0.5assign,,,,2280,
6491360,,,,,2903,
4635781,,,,,10808,
4773889,,,,,1725,
4561072,,,,,15957,
6492260,,,,,1020,
4558736,,,,,5017,
4560405,,,,,1111,
4487165,Roughly traced,,Others-alpha prime,,167271804,
4825188,,,,,273848,
35862809,,,,,498572,
4837232,,,,,7268,
4836740,,,,,9086,
4562037,,,,,2364,
6502715,,,,,706438,
6491397,,,,,1012503,
35876308,,,,,29866,
35876301,,,,,8588,
4838360,Orphan,,Others-orphan,,197465,
6706257,,,,,2854,
35877740,,,,,252998,
6768093,Orphan,,Others-orphan,,22890,
4638085,,,,,70557,
4837279,,,,,518789,
4991775,,,,,12394,
4992752,,,,,57368,
5197857,Roughly traced,,KC-alpha prime,,17449653,
5158058,Leaves,TRUE,KC-alpha prime,,19080837,
5198329,Roughly traced,,Others-alpha prime,,22755700,
5492763,Roughly traced,,KC-alpha prime,,28309410,
4995692,,,,,9,
5125576,,,,,11695,
6641700,,,,,4051,
6825503,0.5assign,,,,3101,
5061190,,,,,2710,
4990495,,,,,1484,
5061797,,,,,3929,
5503975,Roughly traced,,non-KC-alpha prime,,57372618,
4994089,,,,,3327,
5335972,,,,,3173,
37014093,,,,,1500,
5334742,,,,,1487,
5503948,,,,,444,
5490925,Leaves,TRUE,KC-alpha prime,,24550926,
5500353,Roughly traced,,KC-alpha prime,,22552329,
5421395,Roughly traced,,KC-alpha prime,,30168423,
8861369,Leaves,TRUE,KC-alpha prime,,15299665,
5421170,Roughly traced,,KC-alpha prime,,25605445,
5501292,,,,,4725,
5503846,,,,,10114,
200004209,,,,,2371,
5423254,,,,,2328,
6900731,Roughly traced,,KC-alpha prime,,38019436,
3885559,Roughly traced,,Irrelevant,,1369857,
5847091,,,,,26451,
5895494,,,,,9,
5901999,,,,,4789,
5838613,,,,,7,
5713380,,,,,6155,
5715249,Orphan,,Others-orphan,,24627,
5851120,,,,,46348,
5851671,,,,,1536,
5733383,,,,,367,
5733394,,,,,1733,
5712900,Leaves,TRUE,Irrelevant,,28325,
5847344,,,,,786,
5737437,,,,,4410,
5904301,,,,,6619,
5790938,,,,,1262,
5792413,Orphan,,Others-orphan,,109531,
6067812,,,,,3910,
6131270,,,,,18570,
6130088,,,,,20802,
6005809,,,,,605,
6131897,,,,,1101,
6189519,,,,,15624,
6070264,,,,,2534,
6189847,,,,,1916,
6435532,,,,,4395,
6495040,,,,,1321,
6252451,,,,,4115,
6501564,,,,,955,
6499536,,,,,3807,
200002164,0.5assign,,,,2627,
6432198,,,,,536,
6496207,,,,,2645,
6246644,,,,,16275,
6432208,,,,,1807,
6438155,,,,,2383,
6437274,,,,,588,
6710316,,,,,1786,
6708086,,,,,5034,
6772459,,,,,2432,
6575126,,,,,1843,
6774467,,,,,5362,
200004416,,,,,6927,
6648206,,,,,146,
6649250,,,,,8883,
6578855,,,,,2937,
6647316,,,,,3651,
4990829,Orphan,,Others-orphan,,57322,
6812476,,,,,6130,
6833489,,,,,1524,
6827848,,,,,1572,
6924195,Roughly traced,,KC-alpha prime,,44522795,
6889449,,,,,9325,
6826772,,,,,308,
6953439,,,,,1291,
6830240,,,,,1734,
42622641,,,,,75416,
6919625,Roughly traced,,KC-alpha prime,,29963976,
42623632,,,,,2583,
42712393,,,,,6503,
6950901,,,,,8195,
200014124,,,,,188,
6830527,,,,,2601,
42628970,,,,,944,
5418555,Roughly traced,,KC-alpha prime,,29200993,
6892771,,,,,2189,
6891081,,,,,3469,
6949996,,,,,17352,
42623664,,,,,5965,
6943205,,,,,7597,
6986298,Orphan,,Others-orphan,,24836,
6986879,,,,,1770,
6987281,,,,,5555,
6987439,,,,,2508,
5655789,,,,,1638965,
5620055,,,,,4051,
5853785,,,,,19824,
5799642,0.5assign,,,,7090,
6139465,,,,,1789,
6077663,,,,,1940,
6078107,,,,,811,
5985181,Roughly traced,,Irrelevant,,889923,
6198925,,,,,3045,
6137895,,,,,1772,
5969037,,,,,2488,
6139312,,,,,1781,
6198098,,,,,7171,
6018058,Orphan,,Others-orphan,,20387,
6198744,,,,,4949,
6438861,,,,,2818,
6141537,Roughly traced,,KC-any,KC-any,14981422,
6442668,,,,,1972,
6502909,,,,,2197,
6503789,,,,,905,
6503220,,,,,1436,
6442439,,,,,1569,
6503809,,,,,627,
6508647,,,,,23311,
6299197,,,,,27598,
6305328,,,,,18332,
6303041,,,,,1604,
6442484,,,,,7414,
6503001,,,,,1258,
6502840,,,,,1595,
6506244,,,,,792,
6501602,,,,,3265,
6440052,,,,,869,
6439522,,,,,1918,
6376478,Orphan,,Others-orphan,,34916,
6444553,,,,,997,
6444219,,,,,3201,
6505681,,,,,5249,
6509115,,,,,3313,
6443890,0.5assign,,,,3172,
6502164,,,,,5829,
200014230,,,,,931,
6715929,,,,,3805,
6778798,,,,,1378,
6584042,,,,,4745,
6720459,0.5assign,,,,3687,
6717543,,,,,865,
200014211,,,,,6056,
6551248,,,,,1973,
6654548,,,,,4050,
6715049,,,,,1852,
6563451,,,,,11,
6716302,Orphan,,Others-orphan,,9802,
6713921,,,,,96171,
6551581,,,,,2580,
6584396,0.5assign,,,,2334,
6585839,,,,,7078,
6701853,,,,,5,
6585321,,,,,18183,
6652517,,,,,1661,
6587166,,,,,2800,
6813415,,,,,3052,
6813414,,,,,11811,
6813523,,,,,1523,
6837541,0.5assign,,,,2718,
6839527,,,,,782,
6840831,,,,,21150,
200014231,,,,,1413,
6843328,,,,,918,
6899614,Orphan,,Others-orphan,,5994,
6897027,Orphan,,Others-orphan,,29532,
6810423,Roughly traced,,Others-alpha prime,,77696691,
5349564,Roughly traced,,KC-alpha prime,,33271632,
6792990,Roughly traced,,KC-alpha prime,,24840233,
6903452,Roughly traced,,KC-alpha prime,,26628229,
6928636,Roughly traced,,KC-alpha prime,,29016778,
8629028,Roughly traced,,KC-alpha prime,,19834266,
5746756,,,,,1546,
5748867,,,,,6710,
5802854,,,,,697,
5861690,,,,,23104,
5750297,,,,,9718,
5915936,,,,,3395,
5807173,,,,,35779,
6020583,,,,,10913,
6085468,,,,,2224,
6084514,,,,,1873,
200004298,,,,,820,
6206051,,,,,11624,
6019949,,,,,2569,
6143165,,,,,816,
6083165,,,,,1641,
5973625,Orphan,,Others-orphan,,76742,
6378672,,,,,2056,
6510495,,,,,1508,
6448718,,,,,2372,
6513999,,,,,1893,
6514008,,,,,10672,
6510772,,,,,967,
6313724,,,,,10000,
6445537,,,,,367,
6451770,,,,,3940,
6451549,0.5assign,,,,1850,
6309940,,,,,2683,
6510571,,,,,1411,
6509655,,,,,1183,
6511188,,,,,2297,
6512193,,,,,3037,
6511427,,,,,2129,
6513259,,,,,2178,
6450280,,,,,5774,
6451370,,,,,4511,
6514871,,,,,2267,
6514440,,,,,1962,
6381680,,,,,2129,
6591041,,,,,2544,
6447668,0.5assign,,,,4441,
6725620,,,,,1255,
6589370,,,,,8316,
6727069,,,,,3303,
6229898,Roughly traced,,Irrelevant,,91931851,
6661840,,,,,2858,
6587288,,,,,2570,
6661396,Orphan,,Others-orphan,,64514,
6593762,,,,,1300,
6592153,,,,,4255,
6849624,,,,,2222,
6845185,,,,,574,
6532143,Roughly traced,,KC-alpha prime,,27469791,
6899937,Roughly traced,,KC-alpha prime,,28265544,
6906725,,,,,11301,
5606584,Roughly traced,,KC-alpha prime,,47704423,
6853866,Roughly traced,,KC-alpha prime,,38483038,
5635720,Roughly traced,,Irrelevant,,552760,
5929696,,,,,6050,
5754918,Orphan,,Others-orphan,,29536,
5812956,,,,,322,
5810329,0.5assign,,,,3181,
5809006,Orphan,,Others-orphan,,58081,
5755103,,,,,1451,
5755513,Orphan,,Others,,107452,
5757559,,,,,899,
5866496,,,,,8574,
5757743,,,,,3007,
5813000,,,,,2282,
5756627,,,,,4061,
5755836,,,,,22449,
5756508,,,,,1085,
5755855,,,,,13051,
5758020,,,,,3686,
5866747,Orphan,,Others-orphan,,53069,
6153620,,,,,50472,
6028889,,,,,3687,
6209112,,,,,2602,
6093936,,,,,473,
6155104,,,,,3057,
6270417,Orphan,,Others-orphan,,78184,
6388740,0.5assign,,,,3997,
6518183,,,,,2971,
6518764,,,,,2585,
6517411,,,,,1700,
6387012,Orphan,,Others-orphan,,9105,
6519330,,,,,1589,
6453968,,,,,3932,
6451038,,,,,8663,
6453094,,,,,2382,
6519821,,,,,1474,
6456009,,,,,2719,
6231984,Roughly traced,,KC-alpha prime,,42178422,
6521765,,,,,1725,
6598626,,,,,2049,
6789117,,,,,28737,
6790715,,,,,1051594,
6789193,Orphan,,Others-orphan,,298264,
6787873,Leaves,TRUE,KC-alpha prime,,20760080,
6670003,,,,,3495,
42002031,,,,,20019,
6787527,,,,,209260,
6979850,,,,,5,
6912916,,,,,9992,
6966043,,,,,41518,
6741376,Roughly traced,,KC-alpha prime,,21572107,
6925737,Roughly traced,,Others-alpha prime,,28123661,
6968878,,,,,3355,
6913172,Leaves,TRUE,KC-alpha prime,,20836586,
5669039,,,,,2039,
5813832,,,,,753,
5819578,,,,,3050,
5838622,,,,,15,
5783251,,,,,22,
5930071,,,,,9224,
5762045,Orphan,,Others-orphan,,72167,
5764296,,,,,945,
5752262,Orphan,,Others-orphan,,44818,
5760661,Orphan,,Others,,16166,
5760741,,,,,2053,
5815001,,,,,8223,
6092180,Orphan,,Others-orphan,,34468,
6101885,,,,,2487,
6208586,,,,,310827,
6222176,,,,,12096,
40490173,,,,,6624,
6219510,,,,,2561,
6212683,,,,,94104,
5983842,,,,,49405,
5986948,,,,,3353,
6099829,,,,,1593,
6038151,,,,,7253,
6524510,,,,,1227,
6390477,,,,,6456,
6524134,,,,,2550,
6523525,,,,,529,
6523155,,,,,565,
6398398,,,,,5959,
6526967,,,,,4100,
6526291,,,,,1063,
6524846,,,,,1400,
6522250,,,,,3148,
6523927,,,,,5356,
6526795,,,,,2219,
6325166,,,,,2697,
6524559,,,,,1849,
6461741,Orphan,,Others-orphan,,33959,
41442084,,,,,584,
4357805,,,,,2942211,
7381501,,,,,672779,
6603088,,,,,1934,
6607902,Orphan,,Others-orphan,,24232,
6675975,,,,,3911,
6605870,,,,,4135,
6736380,Orphan,,Others-orphan,,60697,
5462638,Roughly traced,,KC-alpha prime,,20247907,
6921113,Roughly traced,,KC-alpha prime,,23285161,
6917062,,,,,17028,
6920759,Roughly traced,,KC-alpha prime,,23716980,
6915405,Roughly traced,,KC-alpha prime,,19301466,
5671556,,,,,13066,
5771566,,,,,1180,
5766863,,,,,3557,
5822412,Orphan,,Others-orphan,,13859,
5764117,,,,,7924,
5783257,,,,,6,
5783259,,,,,9,
5929922,,,,,23427,
6221294,,,,,8737,
40487224,,,,,1422784,
40492305,,,,,14546,
5939849,,,,,551321,
5987730,,,,,21995,
6042045,,,,,1419,
6164897,,,,,1623,
6167476,,,,,542,
6423708,,,,,4,
6404690,,,,,941,
6529567,,,,,2814,
6332466,Orphan,,Others-orphan,,14807,
6471327,,,,,1770,
6531241,,,,,273,
6530409,,,,,3569,
6467864,,,,,5509,
6468620,,,,,4943,
6468163,,,,,1251,
6468512,Orphan,,Others-orphan,,36113,
6530650,,,,,1699,
6530997,,,,,704,
6530516,,,,,1675,
6332511,Roughly traced,,Irrelevant,,409778,
6336830,,,,,749,
6409037,,,,,1530,
41448011,,,,,598,
41448008,,,,,13181,
6688247,,,,,2850,
6683497,,,,,6138,
6684156,Orphan,,Others-orphan,,20712,
6787516,Roughly traced,,KC-alpha prime,,19752886,
6923751,Roughly traced,,KC-alpha prime,,18037826,
6925739,Roughly traced,,KC-alpha prime,,29514298,
5537968,Roughly traced,,KC-alpha prime,,25132875,
6865809,,,,,25353,
5672130,,,,,24450,
5677277,,,,,4386,
5704929,,,,,5186,
5833620,,,,,3097,
5827312,,,,,1696,
5831483,,,,,2636,
5944483,,,,,3251,
5772685,Orphan,,Others-orphan,,24242,
5883929,,,,,843,
5832240,,,,,3745,
5778955,Orphan,,Others-orphan,,39764,
6112780,,,,,8506,
5991881,,,,,2781,
6114360,,,,,38984,
5994687,,,,,4439,
6050225,,,,,1459,
6044688,Orphan,,Others-orphan,,39882,
6231883,0.5assign,,,,2888,
6346306,,,,,2931,
6344276,Orphan,,Others-orphan,,26043,
6344369,Orphan,,Others-orphan,,26184,
6478592,,,,,10057,
6282445,,,,,16862,
6344529,Orphan,,Others-orphan,,18633,
6486191,,,,,16,
6279159,,,,,1848,
6413049,,,,,550,
6423712,,,,,7,
6412580,,,,,1090,
6412480,,,,,8385,
6341767,Orphan,,Others-orphan,,35203,
6478319,,,,,63285,
6478559,,,,,13535,
6626653,,,,,350,
6617455,,,,,20277,
6338153,Orphan,,Others-orphan,,18905,
6753007,,,,,19313,
6748748,Orphan,,Others-orphan,,8035,
6628974,,,,,2168,
6749090,Orphan,,Others-orphan,,31373,
6752353,,,,,2024,
6692111,,,,,11063,
6688627,Roughly traced,,Irrelevant,,88956,
200015059,,,,,6704,
6623732,,,,,16399,
6693383,,,,,4789,
6933751,,,,,1223,
6626044,Orphan,,,,19093,
6869412,,,,,1704,
6853853,Orphan,,Irrelevant,,2317353,
400645263,,,,,6254083,
7001874,,,,,3210,
5679235,0.5assign,,,,4118,
5639563,Orphan,,Others-orphan,,32214,
5838646,,,,,23,
5838648,,,,,9,
5891523,,,,,3489,
5947674,,,,,490558,
7004405,,,,,1810,
5838649,,,,,6,
200014936,,,,,13207,
5833549,,,,,515,
5834792,,,,,483,
5950936,,,,,3890,
5891735,,,,,17504,
5838643,,,,,5,
5778908,,,,,5279,
5779227,,,,,5521,
5780046,,,,,1249,
5833719,,,,,547457,
5995475,,,,,7211,
6115393,,,,,27262,
7130198,Orphan,,Others-orphan,,60419,
6055466,Orphan,,Others-orphan,,21816,
6232880,,,,,7273,
6116501,,,,,3547,
6178334,,,,,3194,
7128904,,,,,1833,
7320672,Roughly traced,,KC-c,KC-c,13465045,
6347403,,,,,6121,
6350642,,,,,2801,
7381629,,,,,3776,
6353061,,,,,3947,
35568635,Roughly traced,,KC-alpha prime,,20940338,
7468166,,,,,1146,
7467941,,,,,2467,
6348473,,,,,10036,
7468569,,,,,1248,
6341659,Orphan,,Others-orphan,,62332,
6761038,,,,,3528,
7466909,,,,,3152,
6759138,,,,,5765,
6699261,,,,,6845,
7466911,,,,,1416,
7526227,,,,,7,
6879522,Roughly traced,,KC-alpha prime,,30975995,
6932970,Roughly traced,,KC-alpha prime,,29905263,
42614647,,,,,798,
7004146,,,,,14551,
7052062,,,,,10,
7005262,,,,,14632,
7005471,,,,,1347,
7004578,,,,,32519,
7032749,,,,,164625,
7036898,,,,,2030,
7034522,,,,,9947,
6992588,,,,,65627,
7076400,,,,,4391,
7193815,,,,,2244,
7082341,,,,,598,
7191056,,,,,8940,
7081191,,,,,1381,
7190561,,,,,4558,
7384092,,,,,5262,
7258168,,,,,2263,
6178494,Orphan,,Others-orphan,,58859,
7385367,,,,,12627,
7264167,Orphan,,Others-orphan,,54384,
7384795,,,,,2025,
7258473,,,,,5048,
7325017,0.5assign,,,,2831,
7526228,,,,,9,
7473325,,,,,1321,
7472635,,,,,3049,
7475797,,,,,2216,
7471818,,,,,3054,
7596297,,,,,910,
7472280,,,,,4077,
7598416,Orphan,,Others-orphan,,6743,
7475431,,,,,1238,
7471172,,,,,727,
7595476,Orphan,,Others,,12818,
7475163,,,,,1446,
7474270,,,,,11922,
7475821,,,,,499,
7475295,,,,,908,
7435667,,,,,16650,
7436156,,,,,3265,
7471190,Orphan,,Others-orphan,,42962,
7595701,,,,,748,
7471193,,,,,492,
7474416,,,,,3694,
367851451,,,,,12457,
7472576,,,,,5940,
7470608,,,,,521,
7469669,,,,,3954,
7471117,,,,,1798,
7435385,,,,,2723,
7471568,,,,,1096,
7471672,Orphan,,Others-orphan,,21815,
7436259,Orphan,,Others-orphan,,17321,
7475515,,,,,2025,
7475778,,,,,9526,
200003377,,,,,2818,
6693616,Orphan,,,,30587,
7721714,,,,,675,
6872388,Leaves,TRUE,,,2377020,
5462319,Roughly traced,,KC-alpha prime,,34235724,
7662876,,,,,5248,
7663550,,,,,1346,
48178352,,,,,1442,
48113271,,,,,3177498,
7037211,,,,,11782,
7038493,,,,,3697,
7039378,,,,,10012,
7041162,,,,,2797,
7009621,,,,,19353,
7037115,,,,,8982,
7037766,,,,,1302,
7041194,,,,,47514,
7159118,Roughly traced,,Irrelevant,,1470679,
7194788,,,,,41225,
7087455,,,,,4560,
7200665,,,,,3365,
7421700,,,,,1073663,
7268100,,,,,4357,
7204518,,,,,806035,
7266648,,,,,19333,
7312668,,,,,38,
7392851,,,,,2166,
7235096,Orphan,,Others-orphan,,21675,
7481129,,,,,1333,
7476720,,,,,3377,
7478205,,,,,4562,
7477529,,,,,715,
7599553,Orphan,,Others-orphan,,18597,
7479646,,,,,6826,
7478993,,,,,254,
7601998,,,,,32007,
7539672,,,,,11045,
7476193,,,,,1649,
7476809,,,,,2412,
7480517,,,,,3554,
7481529,,,,,1443,
7479428,,,,,2697,
7479143,,,,,1488,
7479435,,,,,1101,
7479148,,,,,6878,
7539888,,,,,10967,
7483301,,,,,1459,
7482276,,,,,1230,
7482070,,,,,7877,
7635382,,,,,379,
7433629,,,,,369730,
7480758,,,,,608,
7638092,,,,,16446,
7637304,,,,,10287,
7668219,,,,,8761,
7668436,,,,,11700,
7661010,Orphan,,Others-orphan,,93322,
48183021,,,,,7031,
6937878,Roughly traced,,KC-alpha prime,,24318690,
6937465,Roughly traced,,KC-alpha prime,,26596892,
48181053,,,,,48606,
48184143,,,,,3653,
7016728,,,,,1047,
7093394,,,,,1958,
7092427,,,,,1313,
7078016,Roughly traced,,Irrelevant,,192865,
7094462,0.5assign,,,,2547,
7094151,,,,,4749,
7336292,,,,,2985,
7444875,,,,,6821,
7397180,,,,,11669,
7484943,,,,,1865,
7486504,,,,,778,
7488203,,,,,4190,
7489381,,,,,2685,
7483699,,,,,2235,
7484721,,,,,2296,
7484733,,,,,1707,
7485538,,,,,3305,
7483940,,,,,3541,
7546600,,,,,2413,
7490248,,,,,1382,
7488788,,,,,1609,
7485547,,,,,1817,
7485421,,,,,1942,
7485890,,,,,1077,
7607233,,,,,2095,
